Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
FE	W	402	4	04	Y	0	Women's Epee Team Round of 16	Women's Epee Team Round of 16	Epée par équipes - femmes, 1/8 finale	Epée par équipes - femmes, 1/8 finale	HTEAM	N	Y					
FE	W	402	4	05	Y	0	Women's Epee Team Round of 16	Women's Epee Team Round of 16	Epée par équipes - femmes, 1/8 finale	Epée par équipes - femmes, 1/8 finale	HTEAM	N	Y					
FE	W	402	4	06	Y	0	Women's Epee Team Round of 16	Women's Epee Team Round of 16	Epée par équipes - femmes, 1/8 finale	Epée par équipes - femmes, 1/8 finale	HTEAM	N	Y					
FE	W	402	4	07	Y	0	Women's Epee Team Round of 16	Women's Epee Team Round of 16	Epée par équipes - femmes, 1/8 finale	Epée par équipes - femmes, 1/8 finale	HTEAM	N	Y					
FE	W	402	4	08	Y	0	Women's Epee Team Round of 16	Women's Epee Team Round of 16	Epée par équipes - femmes, 1/8 finale	Epée par équipes - femmes, 1/8 finale	HTEAM	N	Y					
FE	W	402	M	00	Y	0	Women's Epee Team Victory Ceremony	Women's Epee Team Victory Ceremony	Epée par équipes - femmes, cérémonie de remise des médailles	Epée par équipes - femmes, remise méd.	NONE	N	Y					
GA	0	000	0	00	N	0	Gymnastics Artistic	Gymnastics Artistic	Gymnastique artistique	Gymnastique artistique	NONE	N	N					
GA	0	000	1	00	N	0	Apparatus Final	Apparatus Final	Finales par agrès	Finales par agrès	NONE	N	N					
GA	0	000	1	01	N	0	Apparatus Final - Day 1	Apparatus Final - Day 1	Finales par agrès	Finales par agrès	NONE	N	N					
GA	0	000	1	02	N	0	Apparatus Final - Day 2	Apparatus Final - Day 2	Finales par agrès	Finales par agrès	NONE	N	N					
GA	0	000	1	03	N	0	Apparatus Final - Day 3	Apparatus Final - Day 3	Finales par agrès	Finales par agrès	NONE	N	N					
GA	0	000	Q	00	N	0	Gymnastics Artistic (Men and Women) - Orientation Meeting	Gymnastics Artistic- Orientation Meeting	Gymnastique artistique (hommes et femmes) - Réunion d'orientation	GA - Réunion d'orientation	NONE	N	N					
GA	0	000	Q	01	Y	0	Gymnastics Artistic (Men and Women) - Orientation Meeting	Gymnastics Artistic- Orientation Meeting	Gymnastique artistique (hommes et femmes) - Réunion d'orientation	GA - Réunion d'orientation	NONE	N	Y					
GA	0	000	Y	00	N	0	Gymnastics Artistic Daily Schedule	Gymnastics Artistic Daily Schedule	Compétition de gymnastique artistique, calendrier par jour	Gym artistique, calendrier par jour	NONE	N	N					
GA	0	000	Y	01	N	0	Gymnastics Artistic Day 1	Gymnastics Artistic Day 1	Compétition de gymnastique artistique - jour 1	Gymnastique artistique - jour 1	NONE	N	N					
GA	0	000	Y	02	N	0	Gymnastics Artistic Day 2	Gymnastics Artistic Day 2	Compétition de gymnastique artistique - jour 2	Gymnastique artistique - jour 2	NONE	N	N					
GA	0	000	Y	03	N	0	Gymnastics Artistic Day 3	Gymnastics Artistic Day 3	Compétition de gymnastique artistique - jour 3	Gymnastique artistique - jour 3	NONE	N	N					
GA	0	000	Y	04	N	0	Gymnastics Artistic Day 4	Gymnastics Artistic Day 4	Compétition de gymnastique artistique - jour 4	Gymnastique artistique - jour 4	NONE	N	N					
GA	0	000	Y	05	N	0	Gymnastics Artistic Day 5	Gymnastics Artistic Day 5	Compétition de gymnastique artistique - jour 5	Gymnastique artistique - jour 5	NONE	N	N					
GA	0	000	Y	06	N	0	Gymnastics Artistic Day 6	Gymnastics Artistic Day 6	Compétition de gymnastique artistique - jour 6	Gymnastique artistique - jour 6	NONE	N	N					
GA	0	000	Y	07	N	0	Gymnastics Artistic Day 7	Gymnastics Artistic Day 7	Compétition de gymnastique artistique - jour 7	Gymnastique artistique - jour 7	NONE	N	N					
GA	0	000	Y	08	N	0	Gymnastics Artistic Day 8	Gymnastics Artistic Day 8	Compétition de gymnastique artistique - jour 8	Gymnastique artistique - jour 8	NONE	N	N					
GA	0	000	Y	09	N	0	Gymnastics Artistic Day 9	Gymnastics Artistic Day 9	Compétition de gymnastique artistique - jour 9	Gymnastique artistique - jour 9	NONE	N	N					
GA	0	000	Y	10	N	0	Gymnastics Artistic Day 10	Gymnastics Artistic Day 10	Compétition de gymnastique artistique - jour 10	Gymnastique artistique - jour 10	NONE	N	N					
GA	0	000	Y	11	N	0	Gymnastics Artistic Day 11	Gymnastics Artistic Day 11	Compétition de gymnastique artistique - jour 11	Gymnastique artistique - jour 11	NONE	N	N					
GA	0	000	Y	12	N	0	Gymnastics Artistic Day 12	Gymnastics Artistic Day 12	Compétition de gymnastique artistique - jour 12	Gymnastique artistique - jour 12	NONE	N	N					
GA	0	000	Y	13	N	0	Gymnastics Artistic Day 13	Gymnastics Artistic Day 13	Compétition de gymnastique artistique - jour 13	Gymnastique artistique - jour 13	NONE	N	N					
GA	0	000	Y	14	N	0	Gymnastics Artistic Day 14	Gymnastics Artistic Day 14	Compétition de gymnastique artistique - jour 14	Gymnastique artistique - jour 14	NONE	N	N					
GA	0	000	Y	15	N	0	Gymnastics Artistic Day 15	Gymnastics Artistic Day 15	Compétition de gymnastique artistique - jour 15	Gymnastique artistique - jour 15	NONE	N	N					
GA	0	000	Y	16	N	0	Gymnastics Artistic Day 16	Gymnastics Artistic Day 16	Compétition de gymnastique artistique - jour 16	Gymnastique artistique - jour 16	NONE	N	N					
GA	0	000	Y	17	N	0	Gymnastics Artistic Day 17	Gymnastics Artistic Day 17	Compétition de gymnastique artistique - jour 17	Gymnastique artistique - jour 17	NONE	N	N					
GA	0	000	Y	18	N	0	Gymnastics Artistic Day 18	Gymnastics Artistic Day 18	Compétition de gymnastique artistique - jour 18	Gymnastique artistique - jour 18	NONE	N	N					
GA	0	000	Y	19	N	0	Gymnastics Artistic Day 19	Gymnastics Artistic Day 19	Compétition de gymnastique artistique - jour 19	Gymnastique artistique - jour 19	NONE	N	N					
GA	0	000	Y	20	N	0	Gymnastics Artistic Day 20	Gymnastics Artistic Day 20	Compétition de gymnastique artistique - jour 20	Gymnastique artistique - jour 20	NONE	N	N					
GA	0	000	Y	21	N	0	Gymnastics Artistic Day 21	Gymnastics Artistic Day 21	Compétition de gymnastique artistique - jour 21	Gymnastique artistique - jour 21	NONE	N	N					
GA	0	000	Y	22	N	0	Gymnastics Artistic Day 22	Gymnastics Artistic Day 22	Compétition de gymnastique artistique - jour 22	Gymnastique artistique - jour 22	NONE	N	N					
GA	0	000	Y	23	N	0	Gymnastics Artistic Day 23	Gymnastics Artistic Day 23	Compétition de gymnastique artistique - jour 23	Gymnastique artistique - jour 23	NONE	N	N					
GA	0	000	Y	24	N	0	Gymnastics Artistic Day 24	Gymnastics Artistic Day 24	Compétition de gymnastique artistique - jour 24	Gymnastique artistique - jour 24	NONE	N	N					
GA	0	000	Y	25	N	0	Gymnastics Artistic Day 25	Gymnastics Artistic Day 25	Compétition de gymnastique artistique - jour 25	Gymnastique artistique - jour 25	NONE	N	N					
GA	0	000	Y	26	N	0	Gymnastics Artistic Day 26	Gymnastics Artistic Day 26	Compétition de gymnastique artistique - jour 26	Gymnastique artistique - jour 26	NONE	N	N					
GA	0	000	Y	27	N	0	Gymnastics Artistic Day 27	Gymnastics Artistic Day 27	Compétition de gymnastique artistique - jour 27	Gymnastique artistique - jour 27	NONE	N	N					
GA	0	000	Y	28	N	0	Gymnastics Artistic Day 28	Gymnastics Artistic Day 28	Compétition de gymnastique artistique - jour 28	Gymnastique artistique - jour 28	NONE	N	N					
GA	0	000	Y	29	N	0	Gymnastics Artistic Day 29	Gymnastics Artistic Day 29	Compétition de gymnastique artistique - jour 29	Gymnastique artistique - jour 29	NONE	N	N					
GA	0	000	Y	30	N	0	Gymnastics Artistic Day 30	Gymnastics Artistic Day 30	Compétition de gymnastique artistique - jour 30	Gymnastique artistique - jour 30	NONE	N	N					
GA	0	000	Y	31	N	0	Gymnastics Artistic Day 31	Gymnastics Artistic Day 31	Compétition de gymnastique artistique - jour 31	Gymnastique artistique - jour 31	NONE	N	N					
GA	0	NGA	0	00	N	0	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	NONE	N	N					
GA	M	000	0	00	N	0	Men	Men	Hommes	Hommes	NONE	N	N					
GA	M	000	1	00	N	0	Men's Apparatus Final	Men's Apparatus Final	Finales par agrès - hommes	Finales par agrès - hommes	NONE	N	N					
GA	M	000	1	01	N	0	Men's Apparatus Final	Men's Apparatus Final	Finales par agrès - hommes	Finales par agrès - hommes	NONE	N	N					
GA	M	000	T	01	Y	0	Men's Podium Training	Men's Podium Training	Entraînement sur le podium - hommes	Entraînement sur le podium - hommes	NONE	N	Y					
GA	M	001	0	00	N	0	Men's Floor Exercise	Men's Floor Exercise	Exercices au sol - hommes	Exercices au sol - hommes	NONE	N	N					
GA	M	001	1	01	Y	1	Men's Floor Exercise Final	Men's Floor Exercise Final	Exercices au sol - hommes, finale	Exercices au sol - hommes, finale	ATH	Y	Y					
GA	M	001	9	00	N	0	Men's Floor Exercise Qualification	Men's Floor Exercise Qualification	Exercices au sol - hommes, qualification	Exercices au sol - hommes, qualification	NONE	N	N					
GA	M	001	9	01	N	0	Men's Floor Exercise Qualification	Men's Floor Qualification	Exercices au sol - hommes, qualification	Exercices au sol - hommes, qualification	NONE	N	N					
GA	M	001	M	00	Y	0	Men's Floor Exercise Victory Ceremony	Men's Floor Exercise Victory Ceremony	Exercices au sol - hommes, cérémonie de remise des médailles	Exercices au sol - hommes, remise méd.	NONE	N	Y					
GA	M	002	0	00	N	0	Men's Vault	Men's Vault	Saut de cheval - hommes	Saut de cheval - hommes	NONE	N	N					
GA	M	002	1	01	Y	1	Men's Vault Final	Men's Vault Final	Saut de cheval - hommes, finale	Saut de cheval - hommes, finale	ATH	Y	Y					
GA	M	002	9	00	N	0	Men's Vault Qualification	Men's Vault Qualification	Saut de cheval - hommes, qualification	Saut de cheval - hommes, qualification	NONE	N	N					
GA	M	002	9	01	N	0	Men's Vault Qualification	Men's Vault Qualification	Saut de cheval - hommes, qualification	Saut de cheval - hommes, qualification	NONE	N	N					
GA	M	002	M	00	Y	0	Men's Vault Victory Ceremony	Men's Vault Victory Ceremony	Saut de cheval - hommes, cérémonie de remise des médailles	Saut de cheval - hommes, remise méd.	NONE	N	Y					
GA	M	003	0	00	N	0	Men's Parallel Bars	Men's Parallel Bars	Barres parallèles - hommes	Barres parallèles - hommes	NONE	N	N					
GA	M	003	1	01	Y	1	Men's Parallel Bars Final	Men's Parallel Bars Final	Barres parallèles - hommes, finale	Barres parallèles - hommes, finale	ATH	Y	Y					
GA	M	003	9	00	N	0	Men's Parallel Bars Qualification	Men's Parallel Bars Qualification	Barres parallèles - hommes, qualification	Barres parallèles - hommes, qualif.	NONE	N	N					
GA	M	003	9	01	N	0	Men's Parallel Bars Qualification	Men's Parallel Bar Qualification	Barres parallèles - hommes, qualification	Barres parallèles - hommes, qualif.	NONE	N	N					
GA	M	003	M	00	Y	0	Men's Parallel Bars Victory Ceremony	Men's Parallel Bars Victory Ceremony	Barres parallèles - hommes, cérémonie de remise des médailles	Barres parallèles - hommes, remise méd.	NONE	N	Y					
GA	M	004	0	00	N	0	Men's Horizontal Bar	Men's Horizontal Bar	Barre fixe - hommes	Barre fixe - hommes	NONE	N	N					
GA	M	004	1	01	Y	1	Men's Horizontal Bar Final	Men's Horizontal Bar Final	Barre fixe - hommes, finale	Barre fixe - hommes, finale	ATH	Y	Y					
GA	M	004	9	00	N	0	Men's Horizontal Bar Qualification	Men's Horizontal Bar Qualification	Barre fixe - hommes, qualification	Barre fixe - hommes, qualification	NONE	N	N					
GA	M	004	9	01	N	0	Men's Horizontal Bar Qualification	Men's Horizontal Bar Qualification	Barre fixe - hommes, qualification	Barre fixe - hommes, qualification	NONE	N	N					
GA	M	004	M	00	Y	0	Men's Horizontal Bar Victory Ceremony	Men's Horizontal Bar Victory Ceremony	Barre fixe - hommes, cérémonie de remise des médailles	Barre fixe - hommes, remise méd.	NONE	N	Y					
GA	M	005	0	00	N	0	Men's Rings	Men's Rings	Anneaux - hommes	Anneaux - hommes	NONE	N	N					
GA	M	005	1	01	Y	1	Men's Rings Final	Men's Rings Final	Anneaux - hommes, finale	Anneaux - hommes, finale	ATH	Y	Y					
GA	M	005	9	00	N	0	Men's Rings Qualification	Men's Rings Qualification	Anneaux - hommes, qualification	Anneaux - hommes, qualification	NONE	N	N					
GA	M	005	9	01	N	0	Men's Rings Qualification	Men's Rings Qualification	Anneaux - hommes, qualification	Anneaux - hommes, qualification	NONE	N	N					
GA	M	005	M	00	Y	0	Men's Rings Victory Ceremony	Men's Rings Victory Ceremony	Anneaux - hommes, cérémonie de remise des médailles	Anneaux - hommes, remise méd.	NONE	N	Y					
GA	M	006	0	00	N	0	Men's Pommel Horse	Men's Pommel Horse	Cheval d'arçons - hommes	Cheval d'arçons - hommes	NONE	N	N					
GA	M	006	1	01	Y	1	Men's Pommel Horse Final	Men's Pommel Horse Final	Cheval d'arçons - hommes, finale	Cheval d'arçons - hommes, finale	ATH	Y	Y					
GA	M	006	9	00	N	0	Men's Pommel Horse Qualification	Men's Pommel Horse Qualification	Cheval d'arçons - hommes, qualification	Cheval d'arçons - hommes, qualification	NONE	N	N					
GA	M	006	9	01	N	0	Men's Pommel Horse Qualification	Men's Pommel Horse Qualification	Cheval d'arçons - hommes, qualification	Cheval d'arçons - hommes, qualification	NONE	N	N					
GA	M	006	M	00	Y	0	Men's Pommel Horse Victory Ceremony	Men's Pommel Horse Victory Ceremony	Cheval d'arçons - hommes, cérémonie de remise des médailles	Cheval d'arçons - hommes, remise méd.	NONE	N	Y					
GA	M	024	0	00	N	0	Men's Individual All-Around	Men's Individual All-Around	Concours multiple individuel - hommes	Multiple individuel - hommes	NONE	N	N					
GA	M	024	1	00	N	0	Men's Individual All-Around Final	Men's Individual All-Around Final	Concours multiple individuel - hommes, finale	Multiple individuel - hommes, finale	NONE	N	N					
GA	M	024	1	01	Y	1	Men's Individual All-Around Final	Men's Individual All-Around Final	Concours multiple individuel - hommes, finale	Multiple individuel - hommes, finale	ATH	Y	Y					
GA	M	024	9	01	N	0	Men's All-Around Qualification	Men's All-Around Qualification	Concours multiple individuel - hommes, qualification	Multiple individuel - hommes, qualif.	NONE	N	N					
GA	M	024	M	00	Y	0	Men's Individual All-Around Victory Ceremony	Men's Individual All-ARnd VC	Concours multiple individuel - hommes, cérémonie de remise des médailles	Multiple individuel - hom., remise méd.	NONE	N	Y					
GA	M	400	0	00	N	0	Men's Team	Men's Team	Compétition par équipes - hommes	Par équipes - hommes	NONE	N	N					
GA	M	400	1	00	N	0	Men's Team Final	Men's Team Final	Compétition par équipes - hommes, finale	Par équipes - hommes, finale	NONE	N	N					
GA	M	400	1	01	Y	1	Men's Team Final	Men's Team Final	Compétition par équipes - hommes, finale	Par équipes - hommes, finale	TEAM	Y	Y					
GA	M	400	9	01	N	0	Men's Team Qualification	Men's Team Qualification	Compétition par équipes - hommes, qualification	Par équipes - hommes, qualification	NONE	N	N					
GA	M	400	M	00	Y	0	Men's Team Victory Ceremony	Men's Team Victory Ceremony	Compétition par équipes - hommes, cérémonie de remise des médailles	Par équipes - hommes, remise méd.	NONE	N	Y					
GA	M	499	0	00	N	0	Men's Qualification	Men's Qualification	Qualification - hommes	Qualification - hommes	NONE	N	N					
GA	M	499	9	00	N	0	Men's Qualification	Men's Qualification	Qualification - hommes	Qualification - hommes	NONE	N	N					
GA	M	499	9	01	Y	0	Men's Qualification - Subdivision 1	Men's Qualification - Subdivision 1	Qualification - hommes, subdivision 1	Qualification - hommes, subdivision 1	ATH	Y	Y					
GA	M	499	9	02	Y	0	Men's Qualification - Subdivision 2	Men's Qualification - Subdivision 2	Qualification - hommes, subdivision 2	Qualification - hommes, subdivision 2	ATH	Y	Y					
GA	M	499	9	03	Y	0	Men's Qualification - Subdivision 3	Men's Qualification - Subdivision 3	Qualification - hommes, subdivision 3	Qualification - hommes, subdivision 3	ATH	Y	Y					
GA	W	000	0	00	N	0	Women	Women	Femmes	Femmes	NONE	N	N					
GA	W	000	1	00	N	0	Women's Apparatus Final	Women's Apparatus Final	Finales par agrès - femmes	Finales par agrès - femmes	NONE	N	N					
GA	W	000	1	01	N	0	Women's Apparatus Final	Women's Apparatus Final	Finales par agrès - femmes	Finales par agrès - femmes	NONE	N	N					
GA	W	000	T	01	Y	0	Women's Podium Training	Women's Podium Training	Entraînement sur le podium - femmes	Entraînement sur le podium - femmes	NONE	N	Y					
GA	W	001	0	00	N	0	Women's Floor Exercise	Women's Floor Exercise	Exercices au sol - femmes	Exercices au sol - femmes	NONE	N	N					
GA	W	001	1	01	Y	1	Women's Floor Exercise Final	Women's Floor Exercise Final	Exercices au sol - femmes, finale	Exercices au sol - femmes, finale	ATH	Y	Y					
GA	W	001	9	00	N	0	Women's Floor Exercise Qualification	Women's Floor Exercise Qualification	Exercices au sol - femmes, qualification	Exercices au sol - femmes, qualification	NONE	N	N					
GA	W	001	9	01	N	0	Women's Floor Exercise Qualification	Women's Floor Qualification	Exercices au sol - femmes, qualification	Exercices au sol - femmes, qualification	NONE	N	N					
GA	W	001	M	00	Y	0	Women's Floor Exercise Victory Ceremony	Women's Floor Exercise Victory Ceremony	Exercices au sol - femmes, cérémonie de remise des médailles	Exercices au sol - femmes, remise méd.	NONE	N	Y					
GA	W	002	0	00	N	0	Women's Vault	Women's Vault	Saut de cheval - femmes	Saut de cheval - femmes	NONE	N	N					
GA	W	002	1	01	Y	1	Women's Vault Final	Women's Vault Final	Saut de cheval - femmes, finale	Saut de cheval - femmes, finale	ATH	Y	Y					
GA	W	002	9	00	N	0	Women's Vault Qualification	Women's Vault Qualification	Saut de cheval - femmes, qualification	Saut de cheval - femmes, qualification	NONE	N	N					
GA	W	002	9	01	N	0	Women's Vault Qualification	Women's Vault Qualification	Saut de cheval - femmes, qualification	Saut de cheval - femmes, qualification	NONE	N	N					
GA	W	002	M	00	Y	0	Women's Vault Victory Ceremony	Women's Vault Victory Ceremony	Saut de cheval - femmes, cérémonie de remise des médailles	Saut de cheval - femmes, remise méd.	NONE	N	Y					
GA	W	007	0	00	N	0	Women's Uneven Bars	Women's Uneven Bars	Barres asymétriques - femmes	Barres asymétriques - femmes	NONE	N	N					
GA	W	007	1	01	Y	1	Women's Uneven Bars Final	Women's Uneven Bars Final	Barres asymétriques - femmes, finale	Barres asymétriques - femmes, finale	ATH	Y	Y					
GA	W	007	9	00	N	0	Women's Uneven Bars Qualification	Women's Uneven Bars Qualification	Barres asymétriques - femmes, qualification	Barres asymétriques - femmes, qualif.	NONE	N	N					
GA	W	007	9	01	N	0	Women's Uneven Bars Qualification	Women's Uneven Bars Qualification	Barres asymétriques - femmes, qualification	Barres asymétriques - femmes, qualif.	NONE	N	N					
GA	W	007	M	00	Y	0	Women's Uneven Bars Victory Ceremony	Women's Uneven Bars Victory Ceremony	Barres asymétriques - femmes, cérémonie de remise des médailles	Barres asymétriques - fem., remise méd.	NONE	N	Y					
GA	W	008	0	00	N	0	Women's Beam	Women's Beam	Poutre - femmes	Poutre - femmes	NONE	N	N					
GA	W	008	1	01	Y	1	Women's Beam Final	Women's Beam Final	Poutre - femmes, finale	Poutre - femmes, finale	ATH	Y	Y					
GA	W	008	9	00	N	0	Women's Beam Qualification	Women's Beam Qualification	Poutre - femmes, qualification	Poutre - femmes, qualification	NONE	N	N					
GA	W	008	9	01	N	0	Women's Balance Beam Qualification	Women's Balance Beam Qualification	Poutre - femmes, qualification	Poutre - femmes, qualification	NONE	N	N					
GA	W	008	M	00	Y	0	Women's Beam Victory Ceremony	Women's Beam Victory Ceremony	Poutre - femmes, cérémonie de remise des médailles	Poutre - femmes, remise des médailles	NONE	N	Y					
GA	W	024	0	00	N	0	Women's Individual All-Around	Women's Individual All-Around	Concours multiple individuel - femmes	Multiple individuel - femmes	NONE	N	N					
GA	W	024	1	00	N	0	Women's Individual All-Around Final	Women's Individual All-Around Final	Concours multiple individuel - femmes, finale	Multiple individuel - femmes, finale	NONE	N	N					
GA	W	024	1	01	Y	1	Women's Individual All-Around Final	Women's Individual All-Around Final	Concours multiple individuel - femmes, finale	Multiple individuel - femmes, finale	ATH	Y	Y					
GA	W	024	9	01	N	0	Women's All-Around Qualification	Women's All-Around Qualification	Concours multiple individuel - femmes, qualification	Multiple individuel - femmes, qualif.	NONE	N	N					
GA	W	024	M	00	Y	0	Women's Individual All-Around Victory Ceremony	Women's Ind. All-ARnd Victory Ceremony	Concours multiple individuel - femmes, cérémonie de remise des médailles	Multiple individuel - fem., remise méd.	NONE	N	Y					
GA	W	400	0	00	N	0	Women's Team	Women's Team	Compétition par équipes - femmes	Par équipes - femmes	NONE	N	N					
GA	W	400	1	00	N	0	Women's Team Final	Women's Team Final	Compétition par équipes - femmes, finale	Par équipes - femmes, finale	NONE	N	N					
GA	W	400	1	01	Y	1	Women's Team Final	Women's Team Final	Compétition par équipes - femmes, finale	Par équipes - femmes, finale	TEAM	Y	Y					
GA	W	400	9	01	N	0	Women's Team Qualification	Women's Team Qualification	Compétition par équipes - femmes, qualification	Par équipes - femmes, qualification	NONE	N	N					
GA	W	400	M	00	Y	0	Women's Team Victory Ceremony	Women's Team Victory Ceremony	Compétition par équipes - femmes, cérémonie de remise des médailles	Par équipes - femmes, remise méd.	NONE	N	Y					
GA	W	499	0	00	N	0	Women's Qualification	Women's Qualification	Qualification - femmes	Qualification - femmes	NONE	N	N					
GA	W	499	9	00	N	0	Women's Qualification	Women's Qualification	Qualification - femmes	Qualification - femmes	NONE	N	N					
GA	W	499	9	01	Y	0	Women's Qualification - Subdivision 1	Women's Qualification - Subdivision 1	Qualification - femmes, subdivision 1	Qualification - femmes, subdivision 1	ATH	Y	Y					
GA	W	499	9	02	Y	0	Women's Qualification - Subdivision 2	Women's Qualification - Subdivision 2	Qualification - femmes, subdivision 2	Qualification - femmes, subdivision 2	ATH	Y	Y					
GA	W	499	9	03	Y	0	Women's Qualification - Subdivision 3	Women's Qualification - Subdivision 3	Qualification - femmes, subdivision 3	Qualification - femmes, subdivision 3	ATH	Y	Y					
GA	W	499	9	04	Y	0	Women's Qualification - Subdivision 4	Women's Qualification - Subdivision 4	Qualification - femmes, subdivision 4	Qualification - femmes, subdivision 4	ATH	Y	Y					
GA	W	499	9	05	Y	0	Women's Qualification - Subdivision 5	Women's Qualification - Subdivision 5	Qualification - femmes, subdivision 5	Qualification - femmes, subdivision 5	ATH	Y	Y					
GL	0	000	0	00	N	0	General	General	Général	Général	NONE	N	N					
GL	0	AQC	0	00	N	0	Aquatics Centre	Aquatics Centre	Centre aquatique	Centre aquatique	NONE	N	N					
GL	0	AWP	0	00	N	0	Water Polo Arena	Water Polo Arena	Pavillon de water-polo	Pavillon de water-polo	NONE	N	N					
GL	0	BBA	0	00	N	0	Basketball Arena	Basketball Arena	Pavillon de basketball	Pavillon de basketball	NONE	N	N					
GL	0	BMX	0	00	N	0	BMX Track	BMX Track	Piste de BMX	Piste de BMX	NONE	N	N					
GL	0	COV	0	00	N	0	City of Coventry Stadium	City of Coventry Stadium	City of Coventry Stadium	City of Coventry Stadium	NONE	N	N					
GL	0	EAR	0	00	N	0	Earls Court	Earls Court	Earls Court	Earls Court	NONE	N	N					
GL	0	ES1	0	00	N	0	ExCeL - South Arena 1	ExCeL - South Arena 1	ExCeL - South Arena 1	ExCeL - South Arena 1	NONE	N	N					
GL	0	ETD	0	00	N	0	Eton Dorney	Eton Dorney	Eton Dorney	Eton Dorney	NONE	N	N					
GL	0	EXL	0	00	N	0	ExCeL	ExCeL	ExCeL	ExCeL	NONE	N	N					
GL	0	GRP	0	00	N	0	Greenwich Park	Greenwich Park	Greenwich Park	Greenwich Park	NONE	N	N					
GL	0	HAD	0	00	N	0	Hadleigh Farm	Hadleigh Farm	Hadleigh Farm	Hadleigh Farm	NONE	N	N					
GL	0	HAM	0	00	N	0	Hampden Park	Hampden Park	Hampden Park	Hampden Park	NONE	N	N					
GL	0	HAP	0	00	N	0	Hampton Court Palace	Hampton Court Palace	Hampton Court Palace	Hampton Court Palace	NONE	N	N					
GL	0	HBA	0	00	N	0	Handball Arena	Handball Arena	Pavillon de handball	Pavillon de handball	NONE	N	N					
GL	0	HGP	0	00	N	0	Horse Guards Parade	Horse Guards Parade	Horse Guards Parade	Horse Guards Parade	NONE	N	N					
GL	0	HOC	0	00	N	0	Hockey Centre	Hockey Centre	Centre de hockey	Centre de hockey	NONE	N	N					
GL	0	HYD	0	00	N	0	Hyde Park	Hyde Park	Hyde Park	Hyde Park	NONE	N	N					
GL	0	LCG	0	00	N	0	Lord's Cricket Ground	Lord's Cricket Ground	Lord's Cricket Ground	Lord's Cricket Ground	NONE	N	N					
GL	0	LVC	0	00	N	0	Lee Valley W/ Water Centre	Lee Valley W/ Water Centre	Lee Valley White Water Ctre	Lee Valley White Water Ctre	NONE	N	N					
GL	0	MIL	0	00	N	0	Millennium Stadium	Millennium Stadium	Millennium Stadium	Millennium Stadium	NONE	N	N					
GL	0	MLL	0	00	N	0	The Mall	The Mall	The Mall	The Mall	NONE	N	N					
GL	0	NGA	0	00	N	0	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	North Greenwich Arena	NONE	N	N					
GL	0	OLD	0	00	N	0	Old Trafford	Old Trafford	Old Trafford	Old Trafford	NONE	N	N					
GL	0	RAB	0	00	N	0	Royal Artillery Barracks	Royal Artillery Barracks	Royal Artillery Barracks	Royal Artillery Barracks	NONE	N	N					
GL	0	REE	0	00	N	0	REE Place Conditions / Weather Alerts	REE Place Conditions / Weather Alerts	REE Conditions / alertes météorologiques	REE Conditions / alertes météorologiques	NONE	N	N					
GL	0	REM	0	00	N	0	REM Place Conditions / Weather Alerts	REM Place Conditions / Weather Alerts	REM Conditions / alertes météorologiques	REM Conditions / alertes météorologiques	NONE	N	N					
GL	0	RLN	0	00	N	0	RLN Place Conditions / Weather Alerts	RLN Place Conditions / Weather Alerts	RLN Conditions / alertes météorologiques	RLN Conditions / alertes météorologiques	NONE	N	N					
GL	0	RNE	0	00	N	0	RNE Place Conditions / Weather Alerts	RNE Place Conditions / Weather Alerts	RNE Conditions / alertes météorologiques	RNE Conditions / alertes météorologiques	NONE	N	N					
GL	0	RNI	0	00	N	0	RNI Place Conditions / Weather Alerts	RNI Place Conditions / Weather Alerts	RNI Conditions / alertes météorologiques	RNI Conditions / alertes météorologiques	NONE	N	N					
GL	0	RNW	0	00	N	0	RNW Place Conditions / Weather Alerts	RNW Place Conditions / Weather Alerts	RNW Conditions / alertes météorologiques	RNW Conditions / alertes météorologiques	NONE	N	N					
GL	0	RSC	0	00	N	0	RSC Place Conditions / Weather Alerts	RSC Place Conditions / Weather Alerts	RSC Conditions / alertes météorologiques	RSC Conditions / alertes météorologiques	NONE	N	N					
GL	0	RSE	0	00	N	0	RSE Place Conditions / Weather Alerts	RSE Place Conditions / Weather Alerts	RSE Conditions / alertes météorologiques	RSE Conditions / alertes météorologiques	NONE	N	N					
GL	0	RSW	0	00	N	0	RSW Place Conditions / Weather Alerts	RSW Place Conditions / Weather Alerts	RSW Conditions / alertes météorologiques	RSW Conditions / alertes météorologiques	NONE	N	N					
GL	0	RWA	0	00	N	0	RWA Place Conditions / Weather Alerts	RWA Place Conditions / Weather Alerts	RWA Conditions / alertes météorologiques	RWA Conditions / alertes météorologiques	NONE	N	N					
GL	0	RWM	0	00	N	0	RWM Place Conditions / Weather Alerts	RWM Place Conditions / Weather Alerts	RWM Conditions / alertes météorologiques	RWM Conditions / alertes météorologiques	NONE	N	N					
