Discipline	Gender	Event	phase	type	ENG longdescription	ENG Description	FRA longdescription	FRA Description
CF	W	112	9	3	Kayak Single (K1) 200m Women - Heats	Kayak Single (K1) 200m Women Heats	Kayak monoplace (K1) 200 m - femmes, éliminatoires	K1, 200 m - femmes, éliminatoires
CF	W	112	M	6	Kayak Single (K1) 200m Women - Victory Ceremony	Kayak Single(K1) 200m Women Mdl Ceremony	Kayak monoplace (K1) 200 m - femmes, cérémonie de remise des médailles	K1, 200 m - femmes, remise médailles
CF	W	115	0	8	Kayak Single (K1) 500m Women	Kayak Single (K1) 500m Women	Kayak monoplace (K1) 500 m - femmes	K1, 500 m - femmes
CF	W	115	1	3	Kayak Single (K1) 500m Women - Finals	Kayak Single (K1) 500m Women Finals	Kayak monoplace (K1) 500 m - femmes, finales	K1, 500 m - femmes, finales
CF	W	115	2	3	Kayak Single (K1) 500m Women - Semifinals	Kayak Single (K1) 500m Women Semifinals	Kayak monoplace (K1) 500 m - femmes, demi-finales	K1, 500 m - femmes, demi-finales
CF	W	115	9	3	Kayak Single (K1) 500m Women - Heats	Kayak Single (K1) 500m Women Heats	Kayak monoplace (K1) 500 m - femmes, éliminatoires	K1, 500 m - femmes, éliminatoires
CF	W	115	M	6	Kayak Single (K1) 500m Women - Victory Ceremony	Kayak Single (K1) 500m Wom. Mdl Ceremony	Kayak monoplace (K1) 500 m - femmes, cérémonie de remise des médailles	K1, 500 m - femmes, remise médailles
CF	W	125	0	8	Kayak Double (K2) 500m Women	Kayak Double (K2) 500m Women	Kayak biplace (K2) 500 m - femmes	K2, 500 m - femmes
CF	W	125	1	3	Kayak Double (K2) 500m Women - Finals	Kayak Double (K2) 500m Women Finals	Kayak biplace (K2) 500 m - femmes, finales	K2, 500 m - femmes, finales
CF	W	125	2	3	Kayak Double (K2) 500m Women - Semifinals	Kayak Double (K2) 500m Women Semifinals	Kayak biplace (K2) 500 m - femmes, demi-finales	K2, 500 m - femmes, demi-finales
CF	W	125	9	3	Kayak Double (K2) 500m Women - Heats	Kayak Double (K2) 500m Women Heats	Kayak biplace (K2) 500 m - femmes, éliminatoires	K2, 500 m - femmes, éliminatoires
CF	W	125	M	6	Kayak Double (K2) 500m Women - Victory Ceremony	Kayak Double(K2) 500m Women Mdl Ceremony	Kayak biplace (K2) 500 m - femmes, cérémonie de remise des médailles	K2, 500 m - femmes, remise médailles
CF	W	145	0	8	Kayak Four (K4) 500m Women	Kayak Four (K4) 500m Women	Kayak à quatre (K4) 500 m - femmes	K4, 500 m - femmes
CF	W	145	1	3	Kayak Four (K4) 500m Women - Finals	Kayak Four (K4) 500m Women Finals	Kayak à quatre (K4) 500 m - femmes, finales	K4, 500 m - femmes, finales
CF	W	145	2	3	Kayak Four (K4) 500m Women - Semifinals	Kayak Four (K4) 500m Women Semifinals	Kayak à quatre (K4) 500 m - femmes, demi-finales	K4, 500 m - femmes, demi-finales
CF	W	145	9	3	Kayak Four (K4) 500m Women - Heats	Kayak Four (K4) 500m Women Heats	Kayak à quatre (K4) 500 m - femmes, éliminatoires	K4, 500 m - femmes, éliminatoires
CF	W	145	M	6	Kayak Four (K4) 500m Women - Victory Ceremony	Kayak Four (K4) 500m Women Mdl Ceremony	Kayak à quatre (K4) 500 m - femmes, cérémonie de remise des médailles	K4, 500 m - femmes, remise médailles
CM	0	000	0	8	Cycling Mountain Bike	Cycling Mountain Bike	Cyclisme Mountain Bike	Cyclisme Mountain Bike
CM	0	000	Q	4	Cycling Mountain Bike TMM	Cycling Mountain Bike TMM	Cyclisme Mountain Bike, réunion des directeurs d'équipe	CM, réunion des directeurs d'équipe
CM	0	HAD	0	8	Hadleigh Farm	Hadleigh Farm	Hadleigh Farm	Hadleigh Farm
CM	M	021	0	8	Men's Cross-country	Men's Cross-country	Cross-country - hommes	Cross-country - hommes
CM	M	021	1	3	Men's Cross-country	Men's Cross-country	Cross-country - hommes	Cross-country - hommes
CM	M	021	M	6	Men's Cross-country Victory Ceremony	Men's Cross-country Victory Ceremony	Cross-country - hommes, cérémonie de remise des médailles	Cross-country - hommes, remise médailles
CM	W	021	0	8	Women's Cross-country	Women's Cross-country	Cross-country - femmes	Cross-country - femmes
CM	W	021	1	3	Women's Cross-country	Women's Cross-country	Cross-country - femmes	Cross-country - femmes
CM	W	021	M	6	Women's Cross-country Victory Ceremony	Women's Cross-country Victory Ceremony	Cross-country - femmes, cérémonie de remise des médailles	Cross-country - femmes, remise médailles
CR	0	000	0	8	Cycling Road	Cycling Road	Cyclisme sur route	Cyclisme sur route
CR	0	000	Q	4	Cycling Road - Team Managers Meeting	Cycling Road - Team Managers Meeting	Cyclisme sur route, réunion des directeurs d'équipe	Cyclisme route - réunion dir. équipe
CR	0	HAP	0	8	Hampton Court Palace	Hampton Court Palace	Hampton Court Palace	Hampton Court Palace
CR	0	LOR	0	8	CR LOR Good Morning / Good Night	CR LOR Good Morning / Good Night	CR LOR Bonjour / Bonsoir	CR LOR Bonjour / Bonsoir
CR	0	MLL	0	8	The Mall	The Mall	The Mall	The Mall
CR	M	000	0	8	Men	Men	Hommes	Hommes
CR	M	011	0	8	Men's Individual Time Trial	Men's Individual Time Trial	Épreuve contre la montre individuelle - hommes	Contre-la-montre individuel - hommes
CR	M	011	1	3	Men's Individual Time Trial	Men's Individual Time Trial	Épreuve contre la montre individuelle - hommes	Contre-la-montre individuel - hommes
CR	M	011	M	6	Men's Individual Time Trial Victory Ceremony	Men's Ind. Time Trial Victory Ceremony	Épreuve contre la montre individuelle - hommes, remise des médailles	Contre montre indiv. - hom., remise méd.
CR	M	012	0	8	Men's Road Race	Men's Road Race	Course sur route - hommes	Course sur route - hommes
CR	M	012	1	3	Men's Road Race	Men's Road Race	Course sur route - hommes	Course sur route - hommes
CR	M	012	M	6	Men's Road Race Victory Ceremony	Men's Road Race Victory Ceremony	Course sur route - hommes, cérémonie de remise des médailles	Course sur route - hommes, remise méd.
CR	W	000	0	8	Women	Women	Femmes	Femmes
CR	W	011	0	8	Women's Individual Time Trial	Women's Individual Time Trial	Épreuve contre la montre individuelle - femmes	Contre-la-montre individuel - femmes
CR	W	011	1	3	Women's Individual Time Trial	Women's Individual Time Trial	Épreuve contre la montre individuelle - femmes	Contre-la-montre individuel - femmes
CR	W	011	M	6	Women's Individual Time Trial Victory Ceremony	Women's Ind. Time Trial Victory Ceremony	Épreuve contre la montre individuelle - femmes, remise des médailles	Contre montre indiv. - fem., remise méd.
CR	W	012	0	8	Women's Road Race	Women's Road Race	Course sur route - femmes	Course sur route - femmes
CR	W	012	1	3	Women's Road Race	Women's Road Race	Course sur route - femmes	Course sur route - femmes
CR	W	012	M	6	Women's Road Race Victory Ceremony	Women's Road Race Victory Ceremony	Course sur route - femmes, cérémonie de remise des médailles	Course sur route - femmes, remise méd.
CS	0	000	0	8	Canoe Slalom	Canoe Slalom	Canoë-kayak, slalom	Canoë-kayak, slalom
CS	0	000	Q	4	Canoe Slalom TCM	Canoe Slalom TCM	Canoë-kayak, slalom - réunion des chefs d'équipe	Canoë-kayak, slalom - réunion chefs éq.
CS	0	LVC	0	8	Lee Valley W/ Water Centre	Lee Valley W/ Water Centre	Lee Valley White Water Ctre	Lee Valley White Water Ctre
CS	M	000	0	8	Men	Men	hommes	hommes
CS	M	110	0	8	Kayak (K1) Men	Kayak (K1) Men	Kayak monoplace (K1) - hommes	Kayak monoplace (K1) - hommes
CS	M	110	1	3	Kayak (K1) Men Final	Kayak (K1) Men Final	Kayak monoplace (K1) - hommes, finale	Kayak mono (K1) - hommes, finale
CS	M	110	2	3	Kayak (K1) Men Semi-final	Kayak (K1) Men Semi-final	Kayak monoplace (K1) - hommes, demi-finale	Kayak mono (K1) - hommes, demi-finale
CS	M	110	9	3	Kayak (K1) Men Heats	Kayak (K1) Men Heats	Kayak monoplace (K1) - hommes, éliminatoires	Kayak mono (K1) - hommes, éliminatoires
CS	M	110	M	6	Kayak (K1) Men Victory Ceremony	Kayak (K1) Men Victory Ceremony	Kayak monoplace (K1) - hommes, cérémonie de remise des médailles	Kayak mono (K1) - hom., remise médailles
CS	M	210	0	8	Canoe Single (C1) Men	Canoe Single (C1) Men	Canoë monoplace (C1) - hommes	Canoë mono (C1) - hommes
CS	M	210	1	3	Canoe Single (C1) Men Final	Canoe Single (C1) Men Final	Canoë monoplace (C1) - hommes, finale	Canoë mono (C1) - hommes, finale
CS	M	210	2	3	Canoe Single (C1) Men Semi-final	Canoe Single (C1) Men Semi-final	Canoë monoplace (C1) - hommes, demi-finale	Canoë mono (C1) - hommes, demi-finale
CS	M	210	9	3	Canoe Single (C1) Men Heats	Canoe Single (C1) Men Heats	Canoë monoplace (C1) - hommes, éliminatoires	Canoë mono (C1) - hommes, éliminatoires
CS	M	210	M	6	Canoe Single (C1) Men Victory Ceremony	Canoe Single (C1) Men Victory Ceremony	Canoë monoplace (C1) - hommes, cérémonie de remise des médailles	Canoë mono (C1) - hom., remise médailles
CS	M	220	0	8	Canoe Double (C2) Men	Canoe Double (C2) Men	Canoë biplace (C2) - hommes	Canoë bi (C2) - hommes
CS	M	220	1	3	Canoe Double (C2) Men Final	Canoe Double (C2) Men Final	Canoë biplace (C2) - hommes, finale	Canoë bi (C2) - hommes, finale
CS	M	220	2	3	Canoe Double (C2) Men Semi-final	Canoe Double (C2) Men Semi-final	Canoë biplace (C2) - hommes, demi-finale	Canoë bi (C2) - hommes, demi-finale
CS	M	220	9	3	Canoe Double (C2) Men Heats	Canoe Double (C2) Men Heats	Canoë biplace (C2) - hommes, éliminatoires	Canoë bi (C2) - hommes, éliminatoires
CS	M	220	M	6	Canoe Double (C2) Men Victory Ceremony	Canoe Double (C2) Men Victory Ceremony	Canoë biplace (C2) - hommes, cérémonie de remise des médailles	Canoë bi (C2) - hom., remise médailles
CS	W	000	0	8	Women	Women	Femmes	Femmes
CS	W	110	0	8	Kayak (K1) Women	Kayak (K1) Women	Kayak monoplace (K1) - femmes	Kayak mono (K1) - femmes
CS	W	110	1	3	Kayak (K1) Women Final	Kayak (K1) Women Final	Kayak monoplace (K1) - femmes, finale	Kayak mono (K1) - femmes, finale
CS	W	110	2	3	Kayak (K1) Women Semi-final	Kayak (K1) Women Semi-final	Kayak monoplace (K1) - femmes, demi-finale	Kayak mono (K1) - femmes, demi-finale
CS	W	110	9	3	Kayak (K1) Women Heats	Kayak (K1) Women Heats	Kayak monoplace (K1) - femmes, éliminatoires	Kayak mono (K1) - femmes, éliminatoires
CS	W	110	M	6	Kayak (K1) Women Victory Ceremony	Kayak (K1) Women Victory Ceremony	Kayak monoplace (K1) - femmes, cérémonie de remise des médailles	Kayak mono (K1) - fem., remise médailles
CT	0	000	0	8	Cycling Track	Cycling Track	Cyclisme sur piste	Cyclisme sur piste
CT	0	000	Q	4	Cycling Track Team Managers Meeting	Cycling Track Team Managers Meeting	Cyclisme sur piste - réunion des directeurs d'équipe	Cyclisme piste - réunion directeurs é...
CT	0	VEL	0	8	Velodrome	Velodrome	Vélodrome	Vélodrome
CT	M	000	0	8	Men	Men	Hommes	Hommes
CT	M	001	0	8	Men's Sprint	Men's Sprint	Vitesse individuelle - hommes	Vitesse individuelle - hommes
CT	M	001	1	3	Men's Sprint Finals	Men's Sprint Finals	Vitesse individuelle - hommes, finales	Vitesse individuelle - hommes, finales
CT	M	001	2	3	Men's Sprint Semifinals	Men's Sprint Semifinals	Vitesse individuelle - hommes, demi-finales	Vitesse individuelle - hom., 1/2 finales
CT	M	001	3	3	Men's Sprint Quarterfinals	Men's Sprint Quarterfinals	Vitesse individuelle - hommes, quarts de finale	Vitesse individuelle - hom., 1/4 finale
CT	M	001	4	3	Men's Sprint 1/8 Finals	Men's Sprint 1/8 Finals	Vitesse individuelle - hommes, 8e de finale	Vitesse individuelle - hom., 8e finale
CT	M	001	8	3	Men's Sprint 1/16 Finals	Men's Sprint 1/16 Finals	Vitesse individuelle - hommes, 16e de finale	Vitesse individuelle - hom., 16e finale
CT	M	001	9	3	Men's Sprint Qualifying	Men's Sprint Qualifying	Vitesse individuelle - hommes, qualifications	Vitesse individuelle - hom., qualif.
CT	M	001	M	6	Men's Sprint Victory Ceremony	Men's Sprint Victory Ceremony	Vitesse individuelle - hommes, cérémonie de remise des médailles	Vitesse individuelle - hom., remise méd.
CT	M	008	0	8	Men's Keirin	Men's Keirin	Keirin - hommes	Keirin - hommes
CT	M	008	1	3	Men's Keirin Final	Men's Keirin Final	Keirin - hommes, finale	Keirin - hommes, finale
CT	M	008	7	3	Men's Keirin Second Round	Men's Keirin Second Round	Keirin - hommes, 2e tour	Keirin - hommes, 2e tour
CT	M	008	8	3	Men's Keirin First Round	Men's Keirin First Round	Keirin - hommes, 1er tour	Keirin - hommes, 1er tour
CT	M	008	M	6	Men's Keirin Victory Ceremony	Men's Keirin Victory Ceremony	Keirin - hommes, cérémonie de remise des médailles	Keirin - hommes, remise des médailles
CT	M	010	0	8	Men's Omnium	Men's Omnium	Omnium - hommes	Omnium - hommes
CT	M	010	1	3	Men's Omnium 1km Time Trial	Men's Omnium 1km Time Trial	Omnium - hommes, course à l'élimination	Omnium - hom., course à l'élimination
CT	M	010	2	3	Men's Omnium 15km Scratch Race	Men's Omnium 15km Scratch Race	Omnium - hommes, contre-la-montre (1 km)	Omnium - hom., contre-la-montre (1 km)
CT	M	010	3	3	Men's Omnium 4km Individual Pursuit	Men's Omnium 4km Individual Pursuit	Omnium - hommes, scratch (15 km)	Omnium - hom., scratch (15 km)
CT	M	010	4	3	Men's Omnium  Elimination Race	Men's Omnium  Elimination Race	Omnium - hommes, poursuite individuelle (4 km)	Omnium - hom., poursuite ind. (4 km)
CT	M	010	5	3	Men's Omnium 30km Points Race	Men's Omnium 30km Points Race	Omnium - hommes, course aux points (30 km)	Omnium - hom., course aux points (30 km)
CT	M	010	6	3	Men's Omnium Flying Lap 250m Time Trial	Men's Omnium Flying Lap 250m Time Trial	Omnium - hommes, tour lancé (250 m)	Omnium - hom., tour lancé (250 m)
CT	M	010	M	6	Men's Omnium Victory Ceremony	Men's Omnium Victory Ceremony	Omnium - hommes, cérémonie de remise des médailles	Omnium - hommes, remise des médailles
CT	M	401	0	8	Men's Team Sprint	Men's Team Sprint	Vitesse par équipes - hommes	Vitesse par équipes - hommes
CT	M	401	1	3	Men's Team Sprint Finals	Men's Team Sprint Finals	Vitesse par équipes - hommes, finales	Vitesse par équipes - hommes, finales
CT	M	401	8	3	Men's Team Sprint First Round	Men's Team Sprint First Round	Vitesse par équipes - hommes, 1er tour	Vitesse par équipes - hommes, tour 1
CT	M	401	9	3	Men's Team Sprint Qualifying	Men's Team Sprint Qualifying	Vitesse par équipes - hommes, qualifications	Vitesse par équipes - hom., qualif.
CT	M	401	M	6	Men's Team Sprint Victory Ceremony	Men's Team Sprint Victory Ceremony	Vitesse par équipes - hommes, cérémonie de remise des médailles	Vitesse par équipes - hom., remise méd.
CT	M	402	0	8	Men's Team Pursuit	Men's Team Pursuit	Poursuite par équipes - hommes	Poursuite par équipes - hommes
CT	M	402	1	3	Men's Team Pursuit Finals	Men's Team Pursuit Finals	Poursuite par équipes - hommes, finales	Poursuite par équipes - hom., finales
CT	M	402	8	3	Men's Team Pursuit First Round	Men's Team Pursuit First Round	Poursuite par équipes - hommes, 1er tour	Poursuite par équipes - hom., tour 1
CT	M	402	9	3	Men's Team Pursuit Qualifying	Men's Team Pursuit Qualifying	Poursuite par équipes - hommes, qualifications	Poursuite équipes - hom., qualifications
CT	M	402	M	6	Men's Team Pursuit Victory Ceremony	Men's Team Pursuit Victory Ceremony	Poursuite par équipes - hommes, cérémonie de remise des médailles	Poursuite équipes - hom., remise méd.
CT	W	000	0	8	Women	Women	Femmes	Femmes
CT	W	001	0	8	Women's Sprint	Women's Sprint	Vitesse individuelle - femmes	Vitesse individuelle - femmes
CT	W	001	1	3	Women's Sprint Finals	Women's Sprint Finals	Vitesse individuelle - femmes, finales	Vitesse individuelle - femmes, finales
CT	W	001	2	3	Women's Sprint Semifinals	Women's Sprint Semifinals	Vitesse individuelle - femmes, demi-finales	Vitesse individuelle - fem., 1/2 finales
CT	W	001	3	3	Women's Sprint Quarterfinals	Women's Sprint Quarterfinals	Vitesse individuelle - femmes, quarts de finale	Vitesse individuelle - fem., 1/4 finale
CT	W	001	4	3	Women's Sprint 1/8 Finals	Women's Sprint 1/8 Finals	Vitesse individuelle - femmes, 8e de finale	Vitesse individuelle - fem., 8e finale
CT	W	001	8	3	Women's Sprint 1/16 Finals	Women's Sprint 1/16 Finals	Vitesse individuelle - femmes, 16e de finale	Vitesse individuelle - fem., 16e finale
CT	W	001	9	3	Women's Sprint Qualifying	Women's Sprint Qualifying	Vitesse individuelle - femmes, qualifications	Vitesse individuelle - fem., qualif.
CT	W	001	M	6	Women's Sprint Victory Ceremony	Women's Sprint Victory Ceremony	Vitesse individuelle - femmes, cérémonie de remise des médailles	Vitesse individuelle - fem., remise méd.
CT	W	008	0	8	Women's Keirin	Women's Keirin	Keirin - femmes	Keirin - femmes
CT	W	008	1	3	Women's Keirin Final	Women's Keirin Final	Keirin - femmes, finale	Keirin - femmes, finale
CT	W	008	7	3	Women's Keirin Second Round	Women's Keirin Second Round	Keirin - femmes, 2e tour	Keirin - femmes, 2e tour
CT	W	008	8	3	Women's Keirin First Round	Women's Keirin First Round	Keirin - femmes, 1er tour	Keirin - femmes, 1er tour
CT	W	008	M	6	Women's Keirin Victory Ceremony	Women's Keirin Victory Ceremony	Keirin - femmes, cérémonie de remise des médailles	Keirin - femmes, remise des médailles
CT	W	010	0	8	Women's Omnium	Women's Omnium	Omnium - femmes	Omnium - femmes
CT	W	010	1	3	Women's Omnium 500m Time Trial	Women's Omnium 500m Time Trial	Omnium - femmes, course à l'élimination	Omnium - fem., course à l'élimination
CT	W	010	2	3	Women's Omnium 10km Scratch Race	Women's Omnium 10km Scratch Race	Omnium - femmes, contre-la-montre (500 m)	Omnium - fem., contre-la-montre (500 m)
CT	W	010	3	3	Women's Omnium 3km Individual Pursuit	Women's Omnium 3km Individual Pursuit	Omnium - femmes, scratch (10 km)	Omnium - fem., scratch (10 km)
CT	W	010	4	3	Women's Omnium Elimination Race	Women's Omnium Elimination Race	Omnium - femmes, poursuite individuelle (3 km)	Omnium - fem., poursuite ind. (3 km)
CT	W	010	5	3	Women's Omnium 20km Points Race	Women's Omnium 20km Points Race	Omnium - femmes, course aux points (20 km)	Omnium - fem., course aux points (20 km)
CT	W	010	6	3	Women's Omnium Flying Lp 250m Time Trial	Women's Omnium Flying Lp 250m Time Trial	Omnium - femmes, tour lancé (250 m)	Omnium - fem., tour lancé (250 m)
CT	W	010	M	6	Women's Omnium Victory Ceremony	Women's Omnium Victory Ceremony	Omnium - femmes, cérémonie de remise des médailles	Omnium - femmes, remise des médailles
CT	W	401	0	8	Women's Team Sprint	Women's Team Sprint	Vitesse par équipes - femmes	Vitesse par équipes - femmes
CT	W	401	1	3	Women's Team Sprint Finals	Women's Team Sprint Finals	Vitesse par équipes - femmes, finales	Vitesse par équipes - femmes, finales
CT	W	401	8	3	Women's Team Sprint First Round	Women's Team Sprint First Round	Vitesse par équipes - femmes, 1er tour	Vitesse par équipes - femmes, 1er tour
CT	W	401	9	3	Women's Team Sprint Qualifying	Women's Team Sprint Qualifying	Vitesse par équipes - femmes, qualifications	Vitesse par équipes - fem., qualif.
CT	W	401	M	6	Women's Team Sprint Victory Ceremony	Women's Team Sprint Victory Ceremony	Vitesse par équipes - femmes, cérémonie de remise des médailles	Vitesse par équipes - fem., remise méd.
CT	W	402	0	8	Women's Team Pursuit	Women's Team Pursuit	Poursuite par équipes - femmes	Poursuite par équipes - femmes
CT	W	402	1	3	Women's Team Pursuit Finals	Women's Team Pursuit Finals	Poursuite par équipes - femmes, finales	Poursuite par équipes - fem., finales
CT	W	402	8	3	Women's Team Pursuit First Round	Women's Team Pursuit First Round	Poursuite par équipes - femmes, 1er tour	Poursuite par équipes - femmes, 1er tour
CT	W	402	9	3	Women's Team Pursuit Qualifying	Women's Team Pursuit Qualifying	Poursuite par équipes - femmes, qualifications	Poursuite équipes - fem., qualifications
CT	W	402	M	6	Women's Team Pursuit Victory Ceremony	Women's Team Pursuit Victory Ceremony	Poursuite par équipes - femmes, remise des médailles	Poursuite équipes - fem., remise méd.
CY	0	000	0	8	Cycling Sport	Cycling Sport	Cyclisme	Cyclisme
DV	0	000	0	8	Diving	Diving	Plongeon	Plongeon
DV	0	000	N	7	Diving Draw	Diving Draw	Plongeon - tirage au sort	Plongeon - tirage au sort
DV	0	AQC	0	8	Aquatics Centre	Aquatics Centre	Centre aquatique	Centre aquatique
DV	M	000	0	8	Men	Men	Hommes	Hommes
DV	M	001	0	8	Men's 3m Springboard	Men's 3m Springboard	Tremplin 3 m - hommes	Tremplin 3 m - hommes
DV	M	001	1	3	Men's 3m Springboard Final	Men's 3m Springboard Final	Tremplin 3 m - hommes, finale	Tremplin 3 m - hommes, finale
DV	M	001	2	3	Men's 3m Springboard Semifinal	Men's 3m Springboard Semifinal	Tremplin 3 m - hommes, demi-finale	Tremplin 3 m - hommes, demi-finale
DV	M	001	9	3	Men's 3m Springboard Preliminary	Men's 3m Springboard Preliminary	Tremplin 3 m - hommes, éliminatoires	Tremplin 3 m - hommes, éliminatoires
